host,mx,soa,ns,txt,status_code,a,aaaa,cdn,cdn-name,caa,ptr,cname,has_internal_ips,internal_ips
modding.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c3.googledomains.com",,NOERROR,"216.239.32.21, 216.239.36.21, 216.239.34.21, 216.239.38.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
modoo.zip,,"becky.ns.cloudflare.com, dns.cloudflare.com","becky.ns.cloudflare.com, chad.ns.cloudflare.com",,NOERROR,"188.114.96.3, 188.114.97.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,,,,,
moemoe.zip,,"alec.ns.cloudflare.com, dns.cloudflare.com","sandy.ns.cloudflare.com, alec.ns.cloudflare.com",,NOERROR,"188.114.97.3, 188.114.96.3","2a06:98c1:3120::3, 2a06:98c1:3121::3",True,cloudflare,,,,,
mogami.zip,"route3.mx.cloudflare.net, route2.mx.cloudflare.net, route1.mx.cloudflare.net","emely.ns.cloudflare.com, dns.cloudflare.com","ignacio.ns.cloudflare.com, emely.ns.cloudflare.com",v=spf1 include:_spf.mx.cloudflare.net ~all,NOERROR,"185.199.108.153, 185.199.110.153, 185.199.109.153, 185.199.111.153",,,,,,,,
mohammed.zip,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",,NOERROR,162.255.119.220,,,,,,,,
momsdemandaction.zip,,"ns63.domaincontrol.com, dns.jomax.net","ns64.domaincontrol.com, ns63.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
monadical.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,,,,
mondoir.zip,,"ns1.name.com, hostmaster.nsone.net","ns1bdg.name.com, ns2dky.name.com, ns3dkz.name.com, ns4fmw.name.com",,NOERROR,91.195.240.94,,,,,,,,
monero.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com",,NOERROR,,,,,,,,,
moneytransfer.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.76.166, 44.227.65.245",,,,,,,,
mongoose.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,"216.239.32.110, 216.239.34.110, 216.239.36.110, 216.239.38.110","2001:4860:4802:32::6e, 2001:4860:4802:34::6e, 2001:4860:4802:36::6e, 2001:4860:4802:38::6e",,,,,,,
monka.zip,,"holly.ns.cloudflare.com, dns.cloudflare.com","holly.ns.cloudflare.com, troy.ns.cloudflare.com",,NOERROR,"188.114.97.3, 188.114.96.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,,,,,
monterrey.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com",,NOERROR,,,,,,,,,
montevideo.zip,,"ns-710.awsdns-24.net, awsdns-hostmaster.amazon.com","ns-1985.awsdns-56.co.uk, ns-212.awsdns-26.com, ns-710.awsdns-24.net, ns-1108.awsdns-10.org",,NOERROR,"18.244.114.117, 18.244.114.84, 18.244.114.99, 18.244.114.78",,True,cloudfront,,,,,
monzo.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com",6619017a1ee39c39ccf9eac18907a630f83e1ed6,NOERROR,"216.239.36.21, 216.239.34.21, 216.239.32.21, 216.239.38.21","2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
moot.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,,,,,,,,,
morainevalley.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","salvador.ns.porkbun.com, curitiba.ns.porkbun.com, maceio.ns.porkbun.com, fortaleza.ns.porkbun.com",,NOERROR,"44.230.85.241, 52.33.207.7, 162.159.11.180, 173.245.58.37, 162.159.10.150, 162.159.8.140","2400:cb00:2049:1::a29f:bb4, 2400:cb00:2049:1::adf5:3a25, 2400:cb00:2049:1::a29f:a96, 2400:cb00:2049:1::a29f:88c",,,,,,,
moreram.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,"216.239.32.108, 216.239.34.108, 216.239.36.108, 216.239.38.108","2001:4860:4802:32::6c, 2001:4860:4802:34::6c, 2001:4860:4802:36::6c, 2001:4860:4802:38::6c",,,,,,,
mori.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com",,NOERROR,,,,,,,,,
moroco.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",,NOERROR,,,,,,,,,
morrowind.zip,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.7,,,,,,,,
mortgagerates.zip,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.244,,,,,,,,
motorsport.zip,,"ns1.dan.com, dns.jomax.net","ns1.dan.com, ns2.dan.com",,NOERROR,,,,,,,,,
motos.zip,,"ns1.dondominio.com, dnsadmin.dondominio.com","ns2.dondominio.com, ns1.dondominio.com",v=spf1 include:spf.dondominio.com,NOERROR,31.214.178.55,,,,,,,,
mozilla.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, salvador.ns.porkbun.com, maceio.ns.porkbun.com","Reserved for a trademark owner to defend it from any kind of infringement. I don't plan to use the mark in any kind, including in commerce. I would be glad to receive a reward, it's not necessary, it's just an option. Contact me at offer@sixfigures.ltd to,  transfer a domain to a trademark representative, 57242c1d22c2de03c969389c9fd2faf88866123e",NOERROR,"52.33.207.7, 44.230.85.241",,,,,,,,
mp3-exe.zip,mp3-exe.zip,"ns1.hover.com, dnsmaster.hover.com","ns2.hover.com, ns1.hover.com",,NOERROR,23.138.32.225,,,,,,,,
mp3s.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c3.googledomains.com",,NOERROR,,,,,,,,,
mplusm.zip,www168.your-server.de,"ns1.domaindiscount24.net, tech.key-systems.net","ns2.domaindiscount24.net, ns1.domaindiscount24.net, ns3.domaindiscount24.net",v=spf1 a mx -all,NOERROR,213.133.104.168,2a01:4f8:d0a:212c::2,,,,,,,
mrrobot.zip,"fb.mail.gandi.net, spool.mail.gandi.net","ns1.gandi.net, hostmaster.gandi.net","ns-69-c.gandi.net, ns-144-b.gandi.net, ns-140-a.gandi.net",v=spf1 include:_mailcust.gandi.net ?all,NOERROR,217.70.184.38,,,,,,,,
ms1.zip,,"ns1.101domain.com, ADMIN.ms1.zip","ns5.101domain.com, ns2.101domain.com, ns1.101domain.com",,NOERROR,52.60.87.163,,,,,,,,
ms17.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e2.googledomains.com",,NOERROR,,,,,,,,,
ms365.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com",,NOERROR,,,,,,,,,
ms365update.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,,,,
msb.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com",,NOERROR,,,,,,,,,
mscatalogueupdate.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e3.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e2.googledomains.com",,NOERROR,,,,,,,,,
msdos.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com",,NOERROR,,,,,,,,,
msdownload.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com",,NOERROR,,,,,,,,,
msexchange.zip,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.54,,,,,,,,
msfs.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",,NOERROR,,,,,,,,,
msft.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com",,NOERROR,"216.239.32.109, 216.239.34.109, 216.239.36.109, 216.239.38.109","2001:4860:4802:32::6d, 2001:4860:4802:34::6d, 2001:4860:4802:36::6d, 2001:4860:4802:38::6d",,,,,,,
msign.zip,"eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.193,,,,,,,,
msnbc.zip,,"ns63.domaincontrol.com, dns.jomax.net","ns63.domaincontrol.com, ns64.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
msoffice.zip,,"ns37.domaincontrol.com, dns.jomax.net","ns37.domaincontrol.com, ns38.domaincontrol.com",,NOERROR,"34.102.136.180, 97.74.108.19, 173.201.76.19","2603:5:21c1::13, 2603:5:22c1::13",True,google,,,,,
msofficeupdate.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com",,NOERROR,,,,,,,,,
msudenver.zip,,"ns75.domaincontrol.com, dns.jomax.net","ns76.domaincontrol.com, ns75.domaincontrol.com",,NOERROR,"3.33.152.147, 15.197.142.173",,,,,,,,
msvcr120.zip,,"ernest.ns.cloudflare.com, dns.cloudflare.com","ernest.ns.cloudflare.com, lady.ns.cloudflare.com",,NOERROR,,,,,,,,,
murf.zip,"alt4.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d3.googledomains.com",,NOERROR,"216.239.38.21, 216.239.36.21, 216.239.32.21, 216.239.34.21, 216.239.32.109, 216.239.34.109, 216.239.36.109, 216.239.38.109","2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:32::6d, 2001:4860:4802:34::6d, 2001:4860:4802:36::6d, 2001:4860:4802:38::6d",,,,,,,
murrsuit.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com",,NOERROR,"216.239.32.110, 216.239.34.110, 216.239.36.110, 216.239.38.110","2001:4860:4802:32::6e, 2001:4860:4802:34::6e, 2001:4860:4802:36::6e, 2001:4860:4802:38::6e",,,,,,,
mutualfund.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",,NOERROR,,,,,,,,,
mutuellesdusoleil.zip,"mx3.nameshield.com, mx4.nameshield.net","obs.ns1.fr, technical.nameshield.net","ns2.observatoiredesmarques.fr, ns3.nameshield.net, obs.ns1.fr",v=spf1 -all,NOERROR,"81.92.80.56, 81.92.80.55",,,,,,,,
mx5.zip,,"ns75.domaincontrol.com, dns.jomax.net",,,NOERROR,,,True,google,,,,,
my-downloads.zip,"aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com",,,NOERROR,,,,,,,,,
mybackup.zip,"eforward3.registrar-servers.com, eforward4.registrar-servers.com, eforward2.registrar-servers.com, eforward1.registrar-servers.com, eforward5.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.102,,,,,,,,
mybae.zip,"eforward1.registrar-servers.com, eforward5.registrar-servers.com, eforward3.registrar-servers.com, eforward2.registrar-servers.com, eforward4.registrar-servers.com","arnold.ns.cloudflare.com, dns.cloudflare.com","arnold.ns.cloudflare.com, miki.ns.cloudflare.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,"172.67.165.138, 104.21.42.192","2606:4700:3033::ac43:a58a, 2606:4700:3035::6815:2ac0",True,cloudflare,,,,,
mybtc.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com",,NOERROR,,,,,,,,,
mycdn.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","maceio.ns.porkbun.com, salvador.ns.porkbun.com, curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com",,NOERROR,,,,,,,,,
mycert.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com, curitiba.ns.porkbun.com",,NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,
mycloud.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com",godaddyverification=dFSYIupntBMBctSmYM0x/Q==,NOERROR,,,,,,,,,
mycomputer.zip,mycomputer.zip,"ns1.mycomputer.zip, support.mycomputer.zip","ns1.mycomputer.zip, ns2.mycomputer.zip",,NOERROR,24.229.9.244,,,,,,,,
mydata.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com",,NOERROR,,,,,,,,,
mydesktop.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,
mydocuments.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com",google-site-verification=qwXJzQF3IAVg9jvkZBP3UccgW9e9_IWxTHhzKZQ1cUc,NOERROR,199.36.158.100,,,,,,,,
myfly.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,,,,,,,,,
myfolder.zip,"eforward2.registrar-servers.com, eforward4.registrar-servers.com, eforward3.registrar-servers.com, eforward1.registrar-servers.com, eforward5.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,"192.64.119.99, 156.154.132.200, 156.154.133.200","2610:a1:1024::200, 2610:a1:1025::200",,,,,,,
myimages.zip,,"ns1.vercel-dns.com, hostmaster.nsone.net","ns1.vercel-dns.com, ns2.vercel-dns.com",,NOERROR,"76.76.21.241, 76.76.21.142",,,,letsencrypt.org,,,,
myip.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e2.googledomains.com",,NOERROR,62.165.80.246,2001:1690:2:1956::2800,,,,,,,
mylar.zip,"eforward4.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward2.registrar-servers.com, eforward1.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.68,,,,,,,,
mylinks.zip,,"jay.ns.cloudflare.com, dns.cloudflare.com","sue.ns.cloudflare.com, jay.ns.cloudflare.com",,NOERROR,"108.162.193.123, 172.64.33.123, 173.245.59.123, 108.162.192.145, 172.64.32.145, 173.245.58.145","2606:4700:58::adf5:3b7b, 2803:f800:50::6ca2:c17b, 2a06:98c1:50::ac40:217b, 2606:4700:50::adf5:3a91, 2803:f800:50::6ca2:c091, 2a06:98c1:50::ac40:2091",,,,,,,
mylip.zip,mylip-zip.mail.protection.outlook.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com",v=spf1 include:spf.protection.outlook.com -all,NOERROR,"216.239.32.106, 216.239.34.106, 216.239.36.106, 216.239.38.106","2001:4860:4802:32::6a, 2001:4860:4802:34::6a, 2001:4860:4802:36::6a, 2001:4860:4802:38::6a",,,,,,,
mylo.zip,,"cecelia.ns.cloudflare.com, dns.cloudflare.com","keenan.ns.cloudflare.com, cecelia.ns.cloudflare.com",,NOERROR,,,,,,,,,
mymovies.zip,,"chin.ns.cloudflare.com, dns.cloudflare.com","woz.ns.cloudflare.com, chin.ns.cloudflare.com",,NOERROR,"188.114.97.3, 188.114.96.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,,,,,
mynotes.zip,,"ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com","ns-970.awsdns-57.net, ns-1057.awsdns-04.org, ns-1864.awsdns-41.co.uk, ns-390.awsdns-48.com",,NOERROR,"54.192.111.18, 54.192.111.58, 54.192.111.8, 54.192.111.71",,True,cloudfront,,,,,
mynt.zip,,"ns1.markmonitor.com, hostmaster.markmonitor.com","ns3.markmonitor.com, ns4.markmonitor.com, ns5.markmonitor.com, ns6.markmonitor.com, ns7.markmonitor.com, ns1.markmonitor.com, ns2.markmonitor.com",v=spf1 -all,NOERROR,99.83.176.46,,,,,,,,
mypics.zip,,"ada.ns.cloudflare.com, dns.cloudflare.com","ada.ns.cloudflare.com, elmo.ns.cloudflare.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,"104.21.85.179, 172.67.208.223","2606:4700:3033::ac43:d0df, 2606:4700:3037::6815:55b3",True,cloudflare,,,,,
myrecipes.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com",,NOERROR,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21","2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15",,,,,,,
mysql-backup.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,1.1.1.1,,,,,,,,
nac.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,
nacktbilder.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com",,NOERROR,3.124.41.2,,,,,,,,
naej.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com",,NOERROR,"216.239.32.21, 216.239.34.21, 216.239.38.21, 216.239.36.21","2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15",,,,,,,
naishono.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com",,NOERROR,,,,,,,,,
naji.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com",,NOERROR,,,,,,,,,
naked-photos.zip,"in1-smtp.messagingengine.com, in2-smtp.messagingengine.com","hera.ns.cloudflare.com, dns.cloudflare.com","hera.ns.cloudflare.com, jobs.ns.cloudflare.com",v=spf1 include:spf.messagingengine.com -all,NOERROR,"188.114.96.3, 188.114.97.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,,,,,
naked.zip,,"aisha.ns.cloudflare.com, dns.cloudflare.com","aisha.ns.cloudflare.com, ignat.ns.cloudflare.com",,NOERROR,,"2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,,,,,
nameless.zip,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.18,,,,,,,,
